Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
La montagne suisse en politique /,"Rudaz, Gilles",9782889150434; 2889150437,Presses polytechniques et universitaires romandes,Montagnes; Politique et gouvernement; Aménagement du territoire; Suisse,6246,9782889150434,,,,"la montagne suisse en politique / rudaz, gilles montagnes; politique et gouvernement; aménagement du territoire; suisse ",,9782889150434,La montagne suisse en politique,"Gilles Rudaz, Bernard Debarbieux",EPFL Press,2013-10-23,"Depuis plus d’un siècle et demi, la montagne est un objet majeur de la vie politique en Suisse: composante principale de l’imaginaire national depuis le milieu du 19e siècle, ressource touristique de poids, elle a été au coeur d’innombrables politiques publiques et d’autant de controverses, en particulier depuis les années 1920. Cet ouvrage passe en revue les diverses formes qu’a pu prendre la politisation de la question de la montagne en Suisse. Il aborde bien entendu l’histoire, avec les initiatives de gestion forestière au 19e siècle, ou encore les mesures prises au profit des populations de montagne dès l’Entre-deux-guerres, mais il traite aussi et surtout un ensemble de questions actuelles, comme la Convention alpine et la Conférence Transjurassienne, les initiatives sur la traversée des Alpes et les résidences secondaires, et la transformation profonde des politiques régionale, agricole et de l’environnement depuis le début des années 2000. Alors que s’ouvre aujourd’hui un nouveau cycle de réflexions au niveau fédéral, cet ouvrage apporte les éclairages nécessaires sur la façon dont on compose avec les montagnes dans le débat public en Suisse.",Nature,http://books.google.com/books/content?id=ppzmDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Les multinationales suisses dans l'arène politique : 1942-1993 /,"Pitteloud, Sabine",9782600063289; 2600063285,Droz,Entreprises multinationales--Suisse--20e siècle; Politique et gouvernement--Suisse--20e siècle; Relations extérieures--Suisse--20e siècle; Thèses et écrits académiques,6247,9782600063289,,,,"les multinationales suisses dans l'arène politique : 1942-1993 / pitteloud, sabine entreprises multinationales--suisse--20e siècle; politique et gouvernement--suisse--20e siècle; relations extérieures--suisse--20e siècle; thèses et écrits académiques ",,9782600063289,,,,,,,
Easy Thaï : les meilleures recettes thaïlandaises tout en images /,"Trieu, Caroline",9782317028977; 2317028970,Mango Editions,Cuisine thaïlandaise,6248,9782317028977,,,,"easy thaï : les meilleures recettes thaïlandaises tout en images / trieu, caroline cuisine thaïlandaise ",,9782317028977,,,,,,,
Le pouvoir patronal : les patrons des grandes entreprises suisses des métaux et des machines (1919-1939) /,"Billeter, Geneviève",9782600043823; 2600043829,Droz,Métallurgie--Suisse--1900-1945; Relations professionnelles--Suisse--1900-1945; Employeurs--Associations--Suisse--1900-1945; métallurgie--patronat--Suisse--1919 / 1939; relations industrielles--Suisse--1919 / 1939,6249,9782600043823,,,,"le pouvoir patronal : les patrons des grandes entreprises suisses des métaux et des machines (1919-1939) / billeter, geneviève métallurgie--suisse--1900-1945; relations professionnelles--suisse--1900-1945; employeurs--associations--suisse--1900-1945; métallurgie--patronat--suisse--1919 / 1939; relations industrielles--suisse--1919 / 1939 ",,9782600043823,,,,,,,
Krisen und Stabilisierung : die Schweiz in der Zwischenkriegszeit /,,3905312670; 9783905312676,Chronos,société (milieu humain)--Suisse--20e s. (1ère moitié)--[études diverses]; crise--Suisse--20e s. (1ère moitié)--[études diverses]; économie--Suisse--20e s. (1ère moitié)--[études diverses],6250,3905312670,,,,krisen und stabilisierung : die schweiz in der zwischenkriegszeit /  société (milieu humain)--suisse--20e s. (1ère moitié)--[études diverses]; crise--suisse--20e s. (1ère moitié)--[études diverses]; économie--suisse--20e s. (1ère moitié)--[études diverses] ,,3905312670,,,,,,,
Le diplomate et l'artiste : construction d'une politique culturelle suisse à l'étranger (1938-1985) /,"Milani, Pauline 1982-....",9782940489114; 2940489114,Éditions Alphil - Presses universitaires suisses,Pro Helvetia (Suisse); Relations culturelles; Politique culturelle; Relations avec l'étranger; Diplomatie; 20e siècle; Suisse; [Thèses et écrits académiques],6251,9782940489114,,,,"le diplomate et l'artiste : construction d'une politique culturelle suisse à l'étranger (1938-1985) / milani, pauline 1982-.... pro helvetia (suisse); relations culturelles; politique culturelle; relations avec l'étranger; diplomatie; 20e siècle; suisse; [thèses et écrits académiques] ",,9782940489114,,,,,,,
Wirtschaftsverbände in der Schweiz : Organisation und Aktivitäten von Wirtschaftsverbänden in vier Sektoren der Industrie /,,372530260X; 9783725302604,Rüegger,association professionnelle--industrie--Suisse,6252,372530260X,,,,wirtschaftsverbände in der schweiz : organisation und aktivitäten von wirtschaftsverbänden in vier sektoren der industrie /  association professionnelle--industrie--suisse ,,372530260X,,,,,,,
"Franc suisse, finance et commerce : politique monétaire helvétique, 1931-1936 : les relations de la Suisse avec l'Angleterre (1940-1944) et la France (1944-1949) /","Müller, Philipp, économiste 1974-,",2940146292; 9782940146291,Ed Antipodes,politique monétaire--Suisse--1931 / 1949--[études diverses]; franc suisse--politique monétaire--Angleterre (Grande-Bretagne)--1940 / 1944; franc suisse--politique monétaire--France--1944 / 1949; franc suisse--politique monétaire--1931 / 1936; politique monétaire--relations financières internationales--Angleterre (Grande-Bretagne)--Suisse--guerre mondiale 2; politique monétaire--relations financières internationales--France--Suisse--1944 / 1949,6253,2940146292,,,,"franc suisse, finance et commerce : politique monétaire helvétique, 1931-1936 : les relations de la suisse avec l'angleterre (1940-1944) et la france (1944-1949) / müller, philipp, économiste 1974-, politique monétaire--suisse--1931 / 1949--[études diverses]; franc suisse--politique monétaire--angleterre (grande-bretagne)--1940 / 1944; franc suisse--politique monétaire--france--1944 / 1949; franc suisse--politique monétaire--1931 / 1936; politique monétaire--relations financières internationales--angleterre (grande-bretagne)--suisse--guerre mondiale 2; politique monétaire--relations financières internationales--france--suisse--1944 / 1949 ",,2940146292,"Franc suisse, finance et commerce","Philipp Müller, Isabelle Paccaud, Janick Marina Schaufelbuehl",,2003,,Finance,http://books.google.com/books/content?id=nJqaAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hommage à Pokémon : toute l'histoire de la saga /,"Silva, Pedro",9782376974390; 2376974399,Ynnis,Jeux vidéo--Histoire; Poketto monsutā jeu vidéo série Histoire,6254,9782376974390,,,,"hommage à pokémon : toute l'histoire de la saga / silva, pedro jeux vidéo--histoire; poketto monsutā jeu vidéo série histoire ",,9782376974390,,,,,,,
L'envol : roman /,"Valognes, Aurélie",9782213720555; 221372055X,Fayard,Mères et filles; Roman français,6255,9782213720555,,,,"l'envol : roman / valognes, aurélie mères et filles; roman français ",,9782213720555,,,,,,,
Les organisations professionnelles en Suisse /,"Meynaud, Jean",,Payot,organisation professionnelle--Suisse--1900 / 1962,6256,,,,,"les organisations professionnelles en suisse / meynaud, jean organisation professionnelle--suisse--1900 / 1962 ",,,,,,,,,
19 février 1803 : l'Acte de Médiation recrée la Suisse /,"Andrey, Georges, 1938-",9782889154104; 2889154106,Presses polytechniques et universitaires romandes,"Suisse.--""Acte de médiation""",6257,9782889154104,,,,"19 février 1803 : l'acte de médiation recrée la suisse / andrey, georges, 1938- suisse.--""acte de médiation"" ",,9782889154104,19 février 1803,"Georges Andrey, Alain-Jacques Tornare",,2021,,,
La reine des Enfers /,"Fitzgerald, Bea",9782095024000; 2095024001,Nathan,Fantasy; Perséphone,6258,9782095024000,,,,"la reine des enfers / fitzgerald, bea fantasy; perséphone ",,9782095024000,,,,,,,
Les chroniques de Keleana : la lame de l'assassineuse : novellas /,"Maas, Sarah J. 19..-....",9791040116622,La Martinière Jeunesse,,6259,9791040116622,,,,"les chroniques de keleana : la lame de l'assassineuse : novellas / maas, sarah j. 19..-....  ",,9791040116622,Les chroniques de Keleana,Sarah J. Maas,La Martinière jeunesse,2023-11-03,,,
Bretagne Nord,,9782067253445; 2067253441,Michelin,Bretagne (France) - nord; [Guides touristiques et de visite],6260,9782067253445,,,,bretagne nord  bretagne (france) - nord; [guides touristiques et de visite] ,,9782067253445,,,,,,,
"En 1h je prépare mes lunchbox pour toute la semaine : [50 repas faits maison, sans gâchis et avec des produits de saison] /","Guerre, Isabelle",9782017084587; 2017084581,Hachette,Cuisine rapide; Cuisine préparée à l'avance; Recettes; [Guides pratiques],6261,9782017084587,,,,"en 1h je prépare mes lunchbox pour toute la semaine : [50 repas faits maison, sans gâchis et avec des produits de saison] / guerre, isabelle cuisine rapide; cuisine préparée à l'avance; recettes; [guides pratiques] ",,9782017084587,"En 1h, je prépare mes lunchbox pour toute la semaine",Isabelle Guerre,Hachette Pratique,2019-02-20,"Tendance Batch Cooking ! Retrouvez 10 menus complets, soit 70 recettes, pour toutes les saisons. Vous souhaitez manger équilibré et à petit prix le midi, sans passer par la case cantine, brasserie ou boulangerie du coin ? Produits frais, repas équilibrés, pas de gâchis... Le livre idéal pour déjeuner au bureau toute l'année sans prise de tête.",,
"L'Union de défense économique : la bourgeoisie genevoise face à la crise, 1923-1932 /","Cassis, Youssef",,Presses universitaires romandes,"Union de défense économique (Genève); crise économique--parti politique--Genève (Suisse, canton)--1923 / 1932",6262,,,,,"l'union de défense économique : la bourgeoisie genevoise face à la crise, 1923-1932 / cassis, youssef union de défense économique (genève); crise économique--parti politique--genève (suisse, canton)--1923 / 1932 ",,,,,,,,,
Guide des fontaines de Lausanne et environs /,"Schneider, Antoine, historien",9782828915698; 2828915697,Favre,"Fontaines; Approvisionnement en eau; Lausanne (Suisse, VD); [Guides touristiques et de visite]",6263,9782828915698,,,,"guide des fontaines de lausanne et environs / schneider, antoine, historien fontaines; approvisionnement en eau; lausanne (suisse, vd); [guides touristiques et de visite] ",,9782828915698,,,,,,,
A game of thrones = Le trône de fer /,"Martin, George R.R.",9782205071139; 2205071130; 9782205071610; 2205071610; 9782205071627; 2205071629; 9782205072198; 2205072196; 9782205072204; 220507220X; 9782205072907; 2205072900,Dargaud,Bandes dessinées,6264,9782205071139,,,,"a game of thrones = le trône de fer / martin, george r.r. bandes dessinées ",,9782205071139,,,,,,,
"Kollontaï : défaire la famille, refaire l'amour /","Bronnikova, Olga 1985 -...",9782358722742; 235872274X,La Fabrique Editions,"Biographie; Kollontaï, Alexandra; Droits des femmes--1900-1945; Féminisme--Aspect politique--1900-1945",6265,9782358722742,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"kollontaï : défaire la famille, refaire l'amour / bronnikova, olga 1985 -... biographie; kollontaï, alexandra; droits des femmes--1900-1945; féminisme--aspect politique--1900-1945 ",,9782358722742,,,,,,,
La croisée des souffles : la Horde du contrevent d'Alain Damasio /,"Martin, Stéphane",9782940355174; 2940355177,Ange créations; Archipel,"Damasio, Alain",6266,9782940355174,,,,"la croisée des souffles : la horde du contrevent d'alain damasio / martin, stéphane damasio, alain ",,9782940355174,,,,,,,
Le sermon sur la chute de Rome : roman /,"Ferrari, Jérôme",9782330012595; 2330012594,Actes Sud,,6267,9782330012595,,,,"le sermon sur la chute de rome : roman / ferrari, jérôme  ",,9782330012595,,,,,,,
Apprendre et enseigner la musique : représentations croisées : actes des 3es et 4es Journées francophones de recherche en éducation musicale /,,274754740X; 9782747547406,L'Harmattan,Musique--Étude et enseignement; musique - apprentissage (psychologie)--[congrès]; musique - enseignement--[congrès]; Actes de congrès,6268,274754740X,,,,apprendre et enseigner la musique : représentations croisées : actes des 3es et 4es journées francophones de recherche en éducation musicale /  musique--étude et enseignement; musique - apprentissage (psychologie)--[congrès]; musique - enseignement--[congrès]; actes de congrès ,,274754740X,,,,,,,
Pratique de la musique à l'école : avec les expériences d'acoustique de Michel Mourey /,"Mourey, Colette, 1954-",9782752103703; 2752103700; 9782752103710; 2752103719; 9782752103727; 2752103727,Delatour France,Musique--Étude et enseignement (préscolaire); Musique--Étude et enseignement (primaire),6269,9782752103703,,,,"pratique de la musique à l'école : avec les expériences d'acoustique de michel mourey / mourey, colette, 1954- musique--étude et enseignement (préscolaire); musique--étude et enseignement (primaire) ",,9782752103703,,,,,,,
Apprendre la musique : nouvelles des neurosciences /,"Peretz, Isabelle",9782738144218; 2738144217,Odile Jacob,Musique--Physiologie; Neurosciences; Aptitude à l'apprentissage; Aptitude musicale; Musique--Aspect psychologique,6270,9782738144218,,,,"apprendre la musique : nouvelles des neurosciences / peretz, isabelle musique--physiologie; neurosciences; aptitude à l'apprentissage; aptitude musicale; musique--aspect psychologique ",,9782738144218,Apprendre la musique,Isabelle Peretz,,2018-05-16,,,
"Non, le masculin ne l'emporte pas sur le féminin ! : petite histoire des résistances de la langue française /","Viennot, Eliane",9791090062443,Corlet impr; Éditions iXe,Langage--Différences entre sexes--France; Français (langue)--Genre (linguistique)--Histoire; Sexisme dans le langage,6271,9791090062443,,,,"non, le masculin ne l'emporte pas sur le féminin ! : petite histoire des résistances de la langue française / viennot, eliane langage--différences entre sexes--france; français (langue)--genre (linguistique)--histoire; sexisme dans le langage ",,9791090062443,,,,,,,
La communication verbale : analyse des interactions /,"Vion, Robert",2011453569; 9782011453563,Hachette supérieur,Psycholinguistique; Communication orale; communication orale--interaction sociale; communication--interaction sociale--interaction verbale - analyse,6272,2011453569,,,,"la communication verbale : analyse des interactions / vion, robert psycholinguistique; communication orale; communication orale--interaction sociale; communication--interaction sociale--interaction verbale - analyse ",,2011453569,,,,,,,
Car la culture donne forme à l'esprit : de la révolution cognitive à la psychologie culturelle /,"Bruner, Jerome S.‏‎ 1915-2016 (Jerome Seymour)‏,",282570590X; 9782825705902,Eshel,cognition--culture--* psychologie; culture--psychologie ordinaire--sciences cognitives,6273,282570590X,,,,"car la culture donne forme à l'esprit : de la révolution cognitive à la psychologie culturelle / bruner, jerome s.‏‎ 1915-2016 (jerome seymour)‏, cognition--culture--* psychologie; culture--psychologie ordinaire--sciences cognitives ",,282570590X,Car la culture donne forme à l'esprit,Jerome Seymour Bruner,Georg Editeur,1997,"Jerome Bruner, professeur de psychologie à l'université de New York, dont l'œuvre a profondément marqué le développement des sciences cognitives, nous propose dans cet ouvrage une réflexion passionnante, véritable manifeste s'inscrivant à contre-courant de l'hypothèse biologique qui aujourd'hui prétend à elle seule expliquer le fonctionnement de là pensée. En comparant le cerveau et l'ordinateur, elle a isolé la psychologie des autres sciences humaines et oublié que l'homme est un être situé socialement, historiquement et culturellement. Pour Jerome Bruner, la psychologie doit rejoindre le courant qui anime les sciences humaines ; elle doit "" Interpréter "" les récits, ceux de la "" psychologie populaire "", par lesquels nous créons de la signification, comme l'Histoire interprète une période ou la sociologie une société. Ces récits montrent comment une culture façonne les croyances, les désirs, les valeurs de ceux qui y vivent.",,
