Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y
Donald Trump : autopsie marketing d'un mandat hors norme : 2017-2021 /,Zeil,9791037005359,Hermann,"Trump, Donald; Politique et gouvernement--États-Unis",9733,9791037005359,,,,"donald trump : autopsie marketing d'un mandat hors norme : 2017-2021 / zeil trump, donald; politique et gouvernement--états-unis ",
The room where it happened : a White House memoir /,"Bolton, John R., 1948- author",9781982148034; 1982148039,Simon & Schuster,"Trump, Donald; Bolton, John R.; Etats-Unis.--National Security Council; National Security Council (U.S.); National Security Council (U.S.)--Biography.; United States.--Assistant to the President for National Security Affairs; Conseillers politiques--Etats-Unis--2000-....; Politique et gouvernement--États-Unis--2017-....; Diplomatic relations; United States; United States--Foreign relations; Autobiographies; Biographies",9734,9781982148034,,,,"the room where it happened : a white house memoir / bolton, john r., 1948- author trump, donald; bolton, john r.; etats-unis.--national security council; national security council (u.s.); national security council (u.s.)--biography.; united states.--assistant to the president for national security affairs; conseillers politiques--etats-unis--2000-....; politique et gouvernement--états-unis--2017-....; diplomatic relations; united states; united states--foreign relations; autobiographies; biographies ",
Le conservatisme à l'ère Trump /,,2760548805; 9782760548800,Presses de l'Université du Québec,"Trump, Donald; Conservatism--United States; Mass media--United States; Research institutes--United States; Conservatisme--Etats-Unis--2000-....; Politique et gouvernement--États-Unis--2000-....; United States--Politics and government--21st century.",9735,2760548805,,,,"le conservatisme à l'ère trump /  trump, donald; conservatism--united states; mass media--united states; research institutes--united states; conservatisme--etats-unis--2000-....; politique et gouvernement--états-unis--2000-....; united states--politics and government--21st century. ",
Clinton/Trump : l'Amérique en colère /,"Ockrent, Christine",9782221189948; 2221189949,R Laffont,,9736,9782221189948,,,,"clinton/trump : l'amérique en colère / ockrent, christine  ",
"Donald Trump et la déconstruction de l'Amérique : recueil d'articles, La Tribune de Sherbrooke (2015-2018) /","Vandal, Gilles, 1949-",9782924142424; 2924142423,Athéna éditions,"Trump, Donald,--1946-; Trump, Donald,--1946---Political and social views.; Trump, Donald,--1946---Pensée politique et sociale.; Since 2016; Diplomatic relations; Political and social views; Politics and government; Presidents--Election; Presidents--United States--Election--2016.; Présidents--États-Unis--Élection--2016.; United States; United States--Politics and government--2017-2021; United States--Foreign relations--2017-2021; États-Unis--Politique et gouvernement--2017-; États-Unis--Relations extérieures--2017-",9737,9782924142424,,,,"donald trump et la déconstruction de l'amérique : recueil d'articles, la tribune de sherbrooke (2015-2018) / vandal, gilles, 1949- trump, donald,--1946-; trump, donald,--1946---political and social views.; trump, donald,--1946---pensée politique et sociale.; since 2016; diplomatic relations; political and social views; politics and government; presidents--election; presidents--united states--election--2016.; présidents--états-unis--élection--2016.; united states; united states--politics and government--2017-2021; united states--foreign relations--2017-2021; états-unis--politique et gouvernement--2017-; états-unis--relations extérieures--2017- ",
I alone can fix it : Donald J. Trump's catastrophic final year /,"Leonnig, Carol",9780593300626; 0593300629,Penguin Books,,9738,9780593300626,,,,"i alone can fix it : donald j. trump's catastrophic final year / leonnig, carol  ",
Un téléspectateur engagé : (chroniques 1954-1971) /,"Berl, Emmanuel",2876861712; 9782876861718,F Bourin,télévision--France--1954 / 1971--[études diverses],9739,2876861712,,,,"un téléspectateur engagé : (chroniques 1954-1971) / berl, emmanuel télévision--france--1954 / 1971--[études diverses] ",
Fin du leadership américain ? : l'état du monde 2020 /,,9782348045653; 2348045656,La Découverte,Pouvoir (sciences sociales); Relations internationales; Géopolitique; 2019-2020; Leadership politique; Politique et gouvernement; Relations extérieures; Etats-Unis; [Études diverses],9740,9782348045653,,,,fin du leadership américain ? : l'état du monde 2020 /  pouvoir (sciences sociales); relations internationales; géopolitique; 2019-2020; leadership politique; politique et gouvernement; relations extérieures; etats-unis; [études diverses] ,
Stella Maris /,"McCarthy, Cormac, 1933-2023",9781447294016; 1447294017,Picador,,9741,9781447294016,,,,"stella maris / mccarthy, cormac, 1933-2023  ",
"L'autre chant de la danse : ""Ce que la nuit me dit"" /","Béjart, Maurice",,Flammarion,,9742,,,,,"l'autre chant de la danse : ""ce que la nuit me dit"" / béjart, maurice  ",
Carnets de guerre : de Moscou à Berlin : 1941-1945 /,"Grossman, Vasilij Semenovič 1905-1964",9782702188323; 270218832X,Calmann-Lévy,Guerre mondiale (1939-1945)--Journalistes; Guerre mondiale (1939-1945)--Opérations militaires--URSS; Guerre mondiale (1939-1945)--Opérations militaires--Allemagne; Récits personnels russes,9743,9782702188323,,,,"carnets de guerre : de moscou à berlin : 1941-1945 / grossman, vasilij semenovič 1905-1964 guerre mondiale (1939-1945)--journalistes; guerre mondiale (1939-1945)--opérations militaires--urss; guerre mondiale (1939-1945)--opérations militaires--allemagne; récits personnels russes ",
Confidence man : the making of Donald Trump and the breaking of America /,"Haberman, Maggie 1973-....",0593297342; 9780593297346; 0593653009; 9780593653005,Penguin Press,"Trump, Donald,--1946-; Trump, Donald,--1946---Friends and associates.; Trump Organization (New York, N.Y.); Businesspeople; Friendship; Politics and government; Presidents; Presidents--United States--Biography.; Businesspeople--United States--Biography.; Gens d'affaires--États-Unis--Biographies.; United States; United States--Politics and government--2009-2017.; États-Unis--Politique et gouvernement--2009-2017.; Biographies",9744,0593297342,,,,"confidence man : the making of donald trump and the breaking of america / haberman, maggie 1973-.... trump, donald,--1946-; trump, donald,--1946---friends and associates.; trump organization (new york, n.y.); businesspeople; friendship; politics and government; presidents; presidents--united states--biography.; businesspeople--united states--biography.; gens d'affaires--états-unis--biographies.; united states; united states--politics and government--2009-2017.; états-unis--politique et gouvernement--2009-2017.; biographies ",
Propriété intellectuelle à l'ère du Big Data et de la Blockchain = Intellectual property in the era of Big Data and Blockchain : actes de la Journée de droit de la propriété intellectuelle du 5 février 2020 /,,9783725587780; 3725587787,Schulthess Editions romandes,Immaterialgüterrecht; Datenbank; Menge; Blockchain; Rechtsvergleichung; Gemeinschaftsrecht; Schweiz,9745,9783725587780,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],propriété intellectuelle à l'ère du big data et de la blockchain = intellectual property in the era of big data and blockchain : actes de la journée de droit de la propriété intellectuelle du 5 février 2020 /  immaterialgüterrecht; datenbank; menge; blockchain; rechtsvergleichung; gemeinschaftsrecht; schweiz ,
Le nouveau droit d'auteur : commentaire de la loi fédérale sur le droit d'auteur et les droits voisins /,,3727219130; 9783727219139,Stämpfli Editions,Urheberrecht und verwandte Schutzrechte; Bundesgesetz über das Urheberrecht und verwandte Schutzrechte; Schweiz; Textreproduktion; Kommentar(Werk),9746,3727219130,,,,le nouveau droit d'auteur : commentaire de la loi fédérale sur le droit d'auteur et les droits voisins /  urheberrecht und verwandte schutzrechte; bundesgesetz über das urheberrecht und verwandte schutzrechte; schweiz; textreproduktion; kommentar(werk) ,
Urheberrecht /,"Hilty, Reto M., 1958-",9783727219146; 3727219149,Stämpfli,Droit d'auteur; Urheberrecht und verwandte Schutzrechte; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk,9747,9783727219146,,,,"urheberrecht / hilty, reto m., 1958- droit d'auteur; urheberrecht und verwandte schutzrechte; suisse; schweiz; [manuels d'enseignement supérieur]; grundlagenwerk ",
Le droit d'auteur /,"Dessemontet, François, 1948-",2881970389; 9782881970382,Centre du droit de l'entreprise de l'Université de Lausanne,droit d'auteur--Suisse--[manuel]; Urheberrecht und verwandte Schutzrechte; Schweiz,9748,2881970389,,,,"le droit d'auteur / dessemontet, françois, 1948- droit d'auteur--suisse--[manuel]; urheberrecht und verwandte schutzrechte; schweiz ",
Introduction générale au droit suisse /,"Le Roy, Yves",9783725585588; 372558558X,Schulthess éd romandes,Droit; Einführung in die Rechtswissenschaft; Suisse; Schweiz; [Manuels d'enseignement supérieur],9749,9783725585588,,,,"introduction générale au droit suisse / le roy, yves droit; einführung in die rechtswissenschaft; suisse; schweiz; [manuels d'enseignement supérieur] ",
Das Personenrecht des Schweizerischen Zivilgesetzbuches /,"Hausheer, Heinz, 1937-",9783727284878; 3727284870,Stämpfli,Personenrecht; Personnes (droit); Protection; Droit civil; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk,9750,9783727284878,,,,"das personenrecht des schweizerischen zivilgesetzbuches / hausheer, heinz, 1937- personenrecht; personnes (droit); protection; droit civil; suisse; schweiz; [manuels d'enseignement supérieur]; grundlagenwerk ",
Droit des personnes /,"Guillod, Olivier, 1956-",9783719041496; 3719041492,Faculté de droit de l'Université de Neuchâtel; Helbing Lichtenhahn,Personenrecht; natürliche Person; juristische Person; Erwachsenenschutz; Kindesschutz; Beistandschaft; fürsorgerische Unterbringung; Schweiz; Grundlagenwerk; Lehrmittel,9751,9783719041496,,,,"droit des personnes / guillod, olivier, 1956- personenrecht; natürliche person; juristische person; erwachsenenschutz; kindesschutz; beistandschaft; fürsorgerische unterbringung; schweiz; grundlagenwerk; lehrmittel ",
Schweizerisches Obligationenrecht : besonderer Teil /,"Honsell, Heinrich 1942-....",9783727210273; 3727210273,Stämpfli,Vertragsrecht; Schweiz; Grundlagenwerk,9752,9783727210273,,,,"schweizerisches obligationenrecht : besonderer teil / honsell, heinrich 1942-.... vertragsrecht; schweiz; grundlagenwerk ",
Die Grundlagen des Sachenrechts und das Eigentum /,"Rey, Heinz 1943-....",9783727208409; 3727208406,Stämpfli,droits réels--Suisse--[manuel]; Sachenrecht; Eigentum; Schweiz; Grundlagenwerk,9753,9783727208409,,,,"die grundlagen des sachenrechts und das eigentum / rey, heinz 1943-.... droits réels--suisse--[manuel]; sachenrecht; eigentum; schweiz; grundlagenwerk ",
Droit de la communication /,"Barrelet, Denis",9783727223501; 3727223502,Stämpfli,droit des média--Suisse--[manuel]; radiodiffusion--* droit--Suisse; télévision--* droit--Suisse; communication de masse--* droit--Suisse; Communication; Droit; Liberté de la presse; Radiodiffusion; Télévision; Propriété intellectuelle; Droit d'auteur; Protection de l'information (informatique); Déontologie; Medien; Kommunikation; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk,9754,9783727223501,,,,"droit de la communication / barrelet, denis droit des média--suisse--[manuel]; radiodiffusion--* droit--suisse; télévision--* droit--suisse; communication de masse--* droit--suisse; communication; droit; liberté de la presse; radiodiffusion; télévision; propriété intellectuelle; droit d'auteur; protection de l'information (informatique); déontologie; medien; kommunikation; suisse; schweiz; [manuels d'enseignement supérieur]; grundlagenwerk ",
Le droit sans frontières = Recht ohne Grenzen = law without borders : mélanges pour Franz Werro /,,9783727222993; 3727222999,Stämpfli Editions,privatrechtliche Haftung; Vertragsrecht; Privatrecht; Wirtschaftsrecht; Droit; Droit comparé; Droit civil; Responsabilité civile; Responsabilité du fait des produits; Responsabilité sociétale; Entreprises; Concurrence - Restrictions; Droit européen; Climat - Changements--Atténuation; Assurances; Vie privée; Protection; Commerce électronique; Consommateurs; Enrichissement sans cause; Droit fiscal (droit international); Famille; Obligations (droit); Algorithmes; Mandat; Prospectus (bourse); Contrats; Infractions; Illégalité; Intelligence artificielle; Droit à l'oubli; Handicapés; Droits de l'homme; Frontières; Intention; Omission (droit pénal); Contrats d'entreprise; Arbitrage international; Propriété intellectuelle; Licences de marque; Prescription (droit); Dommages-intérêts; Schweiz; Europa; [Mélanges et hommages]; Festschrift,9755,9783727222993,,,,le droit sans frontières = recht ohne grenzen = law without borders : mélanges pour franz werro /  privatrechtliche haftung; vertragsrecht; privatrecht; wirtschaftsrecht; droit; droit comparé; droit civil; responsabilité civile; responsabilité du fait des produits; responsabilité sociétale; entreprises; concurrence - restrictions; droit européen; climat - changements--atténuation; assurances; vie privée; protection; commerce électronique; consommateurs; enrichissement sans cause; droit fiscal (droit international); famille; obligations (droit); algorithmes; mandat; prospectus (bourse); contrats; infractions; illégalité; intelligence artificielle; droit à l'oubli; handicapés; droits de l'homme; frontières; intention; omission (droit pénal); contrats d'entreprise; arbitrage international; propriété intellectuelle; licences de marque; prescription (droit); dommages-intérêts; schweiz; europa; [mélanges et hommages]; festschrift ,
Sachenrecht /,"Hrubesch-Millauer, Stephanie, 1975-",3727287209; 9783727287206,Stämpfli Verlag,Sachenrecht; Schweiz; Lehrmittel,9756,3727287209,,,,"sachenrecht / hrubesch-millauer, stephanie, 1975- sachenrecht; schweiz; lehrmittel ",
Eigentum und Besitz /,"Sutter-Somm, Thomas 1956-....",9783719025038; 3719025039,Helbing Lichtenhahn,Eigentum; Grundeigentum; Fahrniseigentum; Besitz; Sachenrecht; Droit; Propriété; Possession (droit); Biens (droit); Schweiz; Suisse; Grundlagenwerk; [Manuels d'enseignement supérieur],9757,9783719025038,,,,"eigentum und besitz / sutter-somm, thomas 1956-.... eigentum; grundeigentum; fahrniseigentum; besitz; sachenrecht; droit; propriété; possession (droit); biens (droit); schweiz; suisse; grundlagenwerk; [manuels d'enseignement supérieur] ",
